,date_mutation,valeur_fonciere,surface_reelle_bati,code_postal,longitude,latitude
1556611,2018-01-06,85605.0,17.0,69009.0,4.804004,45.768488
1556613,2018-01-03,232800.0,40.0,69001.0,4.831404,45.770317999999996
1556616,2018-01-02,260000.0,45.0,69002.0,4.835637,45.759196
1556624,2018-01-08,182100.0,79.0,69005.0,4.781517,45.754104999999996
1556625,2018-01-08,146000.0,34.0,69004.0,4.832068,45.779348
1556628,2018-01-08,565000.0,119.0,69005.0,4.827212,45.762346
1556636,2018-01-09,443550.0,38.0,69004.0,4.832068,45.779348
1556637,2018-01-09,443550.0,45.0,69004.0,4.832068,45.779348
1556638,2018-01-11,313550.0,68.0,69004.0,4.835794,45.776084999999995
1556639,2018-01-10,103000.0,19.0,69005.0,4.826909,45.762840000000004
1556642,2018-01-16,240000.0,75.0,69005.0,4.806853,45.759279
1556646,2018-01-12,250000.0,103.0,69005.0,4.786791,45.760831
1556650,2018-01-12,291400.0,95.0,69005.0,4.797315,45.754569000000004
1556651,2018-01-04,158340.0,81.0,69005.0,4.787471,45.747831
1556652,2018-01-09,165000.0,38.0,69002.0,4.828822,45.756389
1556654,2018-01-11,285000.0,97.0,69005.0,4.804530000000001,45.754818
1556667,2018-01-15,320000.0,95.0,69005.0,4.774038,45.752171999999995
1556681,2018-01-05,431000.0,75.0,69004.0,4.8371580000000005,45.779477
1556683,2018-01-10,345000.0,93.0,69001.0,4.826084,45.769740999999996
1556688,2018-01-09,194600.0,63.0,69009.0,4.804329,45.778267
1556689,2018-01-17,375000.0,79.0,69002.0,4.831123000000001,45.751090000000005
1556693,2018-01-19,615000.0,136.0,69004.0,4.822755,45.778273999999996
1556695,2018-01-10,225000.0,52.0,69004.0,4.838431,45.778483
1556696,2018-01-10,526970.0,104.0,69002.0,4.83285,45.763921
1556702,2018-01-11,238500.0,50.0,69004.0,4.834539,45.778285
1556711,2018-01-08,161900.0,88.0,69005.0,4.78332,45.750748
1556712,2018-01-08,184450.0,89.0,69009.0,4.828809,45.800778
1556713,2018-01-15,200000.0,51.0,69002.0,4.82805,45.746778000000006
1556714,2018-01-08,313450.0,57.0,69004.0,4.832606,45.776953999999996
1556715,2018-01-08,283000.0,86.0,69009.0,4.813067,45.766366999999995
1556717,2018-01-08,283000.0,61.0,69009.0,4.813067,45.766366999999995
1556722,2018-01-18,178400.0,43.0,69009.0,4.801468,45.7717
1556727,2018-01-19,302560.0,57.0,69001.0,4.8325059999999995,45.770194000000004
1556728,2018-01-15,216500.0,60.0,69009.0,4.8027120000000005,45.768411
1556730,2018-01-15,133000.0,45.0,69009.0,4.802128,45.783997
1556731,2018-01-15,145900.0,32.0,69001.0,4.825158,45.771731
1556733,2018-01-17,274500.0,68.0,69005.0,4.774088,45.750840999999994
1556737,2018-01-17,178000.0,88.0,69005.0,4.78332,45.750748
1556743,2018-01-17,445000.0,90.0,69002.0,4.833633,45.761783
1556751,2018-01-05,95000.0,36.0,69005.0,4.805585,45.754659000000004
1556756,2018-01-17,250000.0,51.0,69004.0,4.8303,45.778153
1556758,2018-01-18,315000.0,65.0,69004.0,4.834291,45.775452
1556761,2018-01-09,170000.0,55.0,69009.0,4.807256,45.771667
1556767,2018-01-16,255000.0,103.0,69005.0,4.803684,45.753161999999996
1556769,2018-01-03,308000.0,75.0,69009.0,4.807658,45.770561
1556771,2018-01-10,498750.0,108.0,69001.0,4.829937,45.767184
1556772,2018-01-10,135000.0,25.0,69004.0,4.829434,45.77523
1556783,2018-01-03,100000.0,40.0,69001.0,4.832859,45.771019
1556787,2018-01-19,202000.0,44.0,69004.0,4.823416,45.776579999999996
1556794,2018-01-25,285600.0,50.0,69004.0,4.827381,45.776539
1556795,2018-01-19,140000.0,28.0,69005.0,4.822088,45.753437
1556800,2018-01-08,353050.0,56.0,69002.0,4.83789,45.763717
1556808,2018-01-12,316720.0,70.0,69001.0,4.833511,45.76963
1556810,2018-01-17,551600.0,120.0,69001.0,4.835323000000001,45.767227
1556811,2018-01-19,186250.0,56.0,69009.0,4.8175040000000005,45.766318
1556821,2018-01-09,125000.0,22.0,69001.0,4.832435,45.766417
1556822,2018-01-11,135750.0,51.0,69009.0,4.792123999999999,45.765334
1556824,2018-01-05,138000.0,36.0,69002.0,4.832527,45.760752000000004
1556825,2018-01-23,553200.0,91.0,69004.0,4.817108999999999,45.776838
1556828,2018-01-09,220000.0,70.0,69002.0,4.836513,45.760861
1556829,2018-01-16,268800.0,68.0,69004.0,4.822603,45.777073
1556838,2018-01-04,421800.0,68.0,69004.0,4.82634,45.775028000000006
1556839,2018-01-04,236000.0,62.0,69001.0,4.831848,45.770961
1556841,2018-01-23,100500.0,28.0,69009.0,4.805594,45.780322999999996
1556843,2018-01-22,104000.0,21.0,69002.0,4.832029,45.760942
1556852,2018-01-05,142000.0,35.0,69002.0,4.82805,45.746778000000006
1556854,2018-01-03,64500.0,40.0,69009.0,4.795655,45.78264
1556858,2018-01-08,181850.0,64.0,69005.0,4.808969,45.758518
1556865,2018-01-18,165993.62,41.0,69005.0,4.800885,45.759285999999996
1556867,2018-01-12,416100.0,100.0,69001.0,4.833511,45.76963
1556881,2018-01-22,100000.0,60.0,69005.0,4.826357,45.767296
1556886,2018-01-05,65000.0,92.0,69005.0,4.808305000000001,45.753840999999994
1556893,2018-01-29,217050.0,58.0,69009.0,4.81094,45.771370000000005
1556895,2018-01-09,266750.0,50.0,69004.0,4.829002,45.774919
1556897,2018-01-19,155500.0,65.0,69005.0,4.798531,45.763096000000004
1556898,2018-01-23,388100.75,105.0,69001.0,4.831494999999999,45.766527
1556902,2018-01-17,400000.0,107.0,69002.0,4.83394,45.762397
1556906,2018-01-26,319100.0,77.0,69002.0,4.821231,45.742243
1556908,2018-01-05,252500.0,67.0,69005.0,4.809341000000001,45.751776
1556909,2018-01-19,570000.0,89.0,69002.0,4.825239,45.752146999999994
1556911,2018-01-29,288000.0,70.0,69002.0,4.826067,45.745727
1556912,2018-01-24,220000.0,83.0,69005.0,4.810137999999999,45.750238
1556920,2018-01-16,150000.0,57.0,69002.0,4.822792,45.742898
1556921,2018-01-17,191500.0,35.0,69002.0,4.832925,45.764317
1556923,2018-01-17,140500.0,60.0,69009.0,4.804403,45.767799
1556925,2018-01-08,260000.0,96.0,69009.0,4.825529,45.800121000000004
1556931,2018-01-15,234000.0,68.0,69005.0,4.812973,45.748421
1556938,2018-02-01,150000.0,54.0,69009.0,4.792781,45.772703
1556941,2018-01-10,393200.0,90.0,69002.0,4.836314,45.7652
1556942,2018-01-17,108100.0,45.0,69009.0,4.804403,45.767799
1556943,2018-01-04,285000.0,46.0,69001.0,4.822597,45.772526
1556944,2018-01-08,381000.0,68.0,69004.0,,
1556949,2018-01-29,105000.0,22.0,69002.0,4.822118,45.747138
1556958,2018-01-10,660000.0,119.0,69004.0,4.818871,45.78537
1556967,2018-01-25,209000.0,44.0,69001.0,4.833548,45.768005
1556968,2018-01-26,340000.0,70.0,69004.0,4.832104,45.78027
1556971,2018-01-30,246450.0,120.0,69009.0,4.792123999999999,45.765334
1556973,2018-01-17,201100.0,70.0,69005.0,4.797558,45.751172
1556975,2018-01-31,400000.0,93.0,69004.0,4.829680000000001,45.777687
1556976,2018-01-29,172800.0,35.0,69001.0,4.826233,45.770627000000005
1556977,2018-01-23,132000.0,29.0,69002.0,4.832171,45.754542
1556981,2018-01-17,106900.0,45.0,69009.0,4.804403,45.767799
1556982,2018-01-11,230000.0,64.0,69002.0,4.823029,45.742368
1556990,2018-01-27,510500.0,95.0,69002.0,4.831827,45.752251
1556994,2018-01-10,58000.0,17.0,69001.0,4.832549,45.76829
1556995,2018-01-31,230400.0,75.0,69005.0,4.786594999999999,45.75107
1556996,2018-01-29,307890.0,39.0,69004.0,4.825889,45.776142
1557000,2018-01-29,307890.0,70.0,69004.0,4.825889,45.776142
1557004,2018-01-23,240000.0,66.0,69002.0,4.832688,45.759478
1557019,2018-01-23,170000.0,43.0,69001.0,4.823917,45.772175
1557020,2018-01-31,86100.0,28.0,69004.0,4.832098,45.780125
1557025,2018-01-22,695000.0,135.0,69009.0,4.81778,45.790439
1557030,2018-01-23,473000.0,80.0,69004.0,4.825638,45.774205
1557031,2018-02-02,537000.0,103.0,69002.0,4.828572,45.753855
1557033,2018-01-31,153000.0,73.0,69005.0,4.7919220000000005,45.748626
1557035,2018-01-26,165000.0,80.0,69009.0,4.802697,45.785959999999996
1557039,2018-01-26,224700.0,69.0,69009.0,4.808175,45.770241
1557041,2018-01-22,185200.0,91.0,69009.0,4.818862,45.796104
1557047,2018-01-18,205000.0,46.0,69002.0,4.831539,45.759212
1557048,2018-01-09,92500.0,25.0,69001.0,4.835380000000001,45.766825
1557051,2018-01-10,108000.0,79.0,69001.0,4.833316,45.770059
1557053,2018-02-02,160000.0,54.0,69009.0,4.792781,45.772703
1557055,2018-01-09,215000.0,70.0,69005.0,4.7930589999999995,45.749140999999995
1557057,2018-02-01,187000.0,57.0,69009.0,4.8116080000000006,45.767389
1557058,2018-01-30,650000.0,166.0,69002.0,4.826255000000001,45.755083
1557062,2018-01-23,120000.0,60.0,69005.0,4.806994,45.754627
1557063,2018-01-11,164000.0,31.0,69002.0,4.835128,45.761990000000004
1557065,2018-01-25,314000.0,60.0,69004.0,4.829148,45.777485999999996
1557066,2018-01-10,229000.0,45.0,69005.0,4.827541,45.765229999999995
1557068,2018-01-17,263000.0,61.0,69005.0,4.809565,45.757157
1557069,2018-01-24,546000.0,86.0,69002.0,4.834519,45.764344
1557070,2018-01-31,176900.0,60.0,69002.0,4.829162999999999,45.747738
1557073,2018-02-01,130000.0,39.0,69002.0,4.829162999999999,45.747738
1557081,2018-01-24,250000.0,64.0,69009.0,4.802065,45.773879
1557082,2018-01-26,135000.0,45.0,69001.0,4.828454,45.768949
1557083,2018-01-19,166500.0,97.0,69009.0,4.794036,45.78413
1557086,2018-01-12,373180.0,115.0,69009.0,4.825138,45.798862
1557089,2018-01-12,101525.0,72.0,69009.0,4.803448,45.789081
1557096,2018-01-15,590950.0,107.0,69002.0,4.830973999999999,45.752253
1557097,2018-01-25,265000.0,46.0,69004.0,4.830794,45.776739
1557098,2018-01-30,130000.0,32.0,69001.0,4.826264,45.770259
1557104,2018-02-05,377000.0,81.0,69004.0,4.817945,45.785799
1557105,2018-01-29,263500.0,82.0,69009.0,4.8075779999999995,45.778875
1557107,2018-01-26,160000.0,65.0,69009.0,4.813329,45.76713
1557113,2018-01-23,129000.0,47.0,69005.0,4.791332,45.748262
1557116,2018-01-11,286350.0,82.0,69005.0,4.791286,45.755573999999996
1557127,2018-02-07,409000.0,78.0,69001.0,4.8160110000000005,45.770464000000004
1557129,2018-01-12,100000.0,18.0,69001.0,4.834658999999999,45.770363
1557144,2018-01-31,257850.0,45.0,69001.0,4.826242,45.77017
1557152,2018-01-25,247200.0,88.0,69009.0,4.793864,45.787665999999994
1557153,2018-01-15,50350.0,18.0,69002.0,4.822843,45.746553999999996
1557156,2018-01-30,125000.0,60.0,69009.0,4.804403,45.767799
1557160,2018-01-22,160000.0,34.0,69005.0,4.827822,45.764049
1557162,2018-01-31,516700.0,115.0,69004.0,4.8185709999999995,45.775683
1557164,2018-01-03,430000.0,83.0,69002.0,4.833226,45.761487
1557166,2018-02-05,176000.0,49.0,69005.0,4.815704,45.756236
1557170,2018-02-05,219430.0,58.0,69001.0,4.836943,45.769849
1557175,2018-01-22,336000.0,94.0,69005.0,4.798871,45.754653000000005
1557179,2018-01-25,275000.0,25.0,69001.0,4.832435,45.766417
1557180,2018-01-25,275000.0,18.0,69001.0,4.832435,45.766417
1557182,2018-02-07,127000.0,64.0,69005.0,4.80086,45.751197
1557190,2018-01-30,425000.0,96.0,69001.0,4.831208,45.767127
1557191,2018-01-19,240000.0,66.0,69005.0,4.79777,45.755554
1557194,2018-01-18,309467.0,87.0,69009.0,4.832475,45.803691
1557211,2018-01-15,121000.0,33.0,69001.0,4.835354,45.768892
1557214,2018-02-02,165000.0,38.0,69002.0,4.82451,45.742995
1557216,2018-02-09,208000.0,77.0,69005.0,4.786791,45.760831
1557219,2018-02-05,195800.0,52.0,69009.0,4.802087,45.774738
1557222,2018-01-17,302500.0,30.0,69001.0,4.832435,45.766417
1557223,2018-01-17,302500.0,22.0,69001.0,4.832435,45.766417
1557226,2018-02-02,265000.0,66.0,69009.0,4.805649,45.778525
1557227,2018-02-08,254000.0,89.0,69009.0,4.832,45.800607
1557230,2018-01-25,120000.0,17.0,69001.0,4.824419,45.768963
1557231,2018-01-16,134800.0,25.0,69001.0,4.831388,45.772442
1557235,2018-02-05,416900.0,63.0,69004.0,4.824243,45.77571
1557239,2018-02-01,489000.0,116.0,69005.0,4.811641000000001,45.750173
1557241,2018-01-23,140000.0,49.0,69009.0,4.806213,45.778096000000005
1557250,2018-02-09,549900.0,100.0,69002.0,4.8288269999999995,45.750262
1557255,2018-01-30,490850.0,105.0,69001.0,4.831467,45.766715000000005
1557260,2018-02-15,224850.0,115.0,69009.0,4.791791,45.76608
1557262,2018-01-25,240000.0,57.0,69005.0,4.8185720000000005,45.755204
1557265,2018-01-30,230000.0,55.0,69001.0,4.829956,45.76979
1557266,2018-02-09,290000.0,62.0,69001.0,4.82506,45.772232
1557269,2018-02-02,402500.0,82.0,69005.0,4.826736,45.759347
1557270,2018-02-05,192000.0,65.0,69005.0,4.823689,45.757397999999995
1557283,2018-01-23,180000.0,37.0,69002.0,4.830608,45.755841
1557285,2018-02-05,477400.0,90.0,69005.0,4.793918,45.758907
1557289,2018-01-18,249000.0,49.0,69002.0,4.828553,45.756295
1557294,2018-01-29,83500.0,17.0,69004.0,4.835458999999999,45.777014
1557295,2018-02-02,385000.0,78.0,69004.0,4.835495,45.778124
1557297,2018-02-07,610000.0,126.0,69001.0,4.8160110000000005,45.770464000000004
1557298,2018-02-06,247320.0,45.0,69004.0,4.838861,45.780923
1557301,2018-01-31,307730.0,55.0,69001.0,4.8371319999999995,45.772249
1557308,2018-01-24,235000.0,58.0,69002.0,4.824668,45.751286
1557326,2018-01-25,283000.0,67.0,69004.0,4.8356449999999995,45.779872
1557349,2018-01-26,326400.0,87.0,69004.0,4.828771,45.781504
1557350,2018-02-10,230500.0,76.0,69005.0,4.814280999999999,45.756994
1557351,2018-02-16,165000.0,80.0,69009.0,4.790103,45.764871
1557352,2018-01-25,230000.0,42.0,69001.0,4.835358,45.765423999999996
1557366,2018-01-31,190560.0,47.0,69002.0,4.819839,45.748086
1557385,2018-02-05,445000.0,110.0,69004.0,4.838223999999999,45.779641999999996
1557389,2018-02-23,850000.0,108.0,69002.0,4.836345,45.761515
1557396,2018-02-21,335000.0,85.0,69004.0,4.821976,45.787423
1557408,2018-02-02,113000.0,68.0,69005.0,4.8247599999999995,45.757834
1557411,2018-02-14,280000.0,77.0,69004.0,4.824481,45.781484000000006
1557412,2018-02-15,242500.0,50.0,69002.0,4.8266849999999994,45.751921
1557413,2018-02-02,599000.0,100.0,69002.0,4.831791,45.761449
1557415,2018-02-08,300000.0,47.0,69001.0,4.8313809999999995,45.77101
1557416,2018-02-14,150000.0,50.0,69001.0,4.831892,45.770404
1557425,2018-01-26,372900.0,101.0,69004.0,4.821976,45.787423
1557427,2018-02-16,238700.0,69.0,69005.0,4.799029,45.753232000000004
1557429,2018-02-28,234000.0,32.0,69004.0,4.82279,45.775062
1557433,2018-02-16,176900.0,76.0,69009.0,4.818862,45.796104
1557464,2018-02-26,354800.0,59.0,69004.0,4.838668,45.775062
1557469,2018-02-15,375000.0,93.0,69002.0,4.827271,45.756415000000004
1557474,2018-03-01,195000.0,70.0,69005.0,4.808248000000001,45.75553
1557518,2018-02-20,145300.0,56.0,69009.0,4.808866,45.762440999999995
1557525,2018-02-16,198600.0,83.0,69005.0,4.793515,45.760768
1557526,2018-02-26,133000.0,57.0,69001.0,4.837011,45.769177
1557532,2018-02-12,120000.0,57.0,69009.0,4.821956,45.798716
1557533,2018-03-05,170000.0,48.0,69004.0,4.839695,45.777148
1557534,2018-02-20,425160.0,81.0,69009.0,4.80347,45.775981
1557542,2018-02-28,121200.0,83.0,69009.0,4.795655,45.78264
1557569,2018-02-20,238500.0,79.0,69009.0,4.8063139999999995,45.765646999999994
1557575,2018-02-02,166680.0,86.0,69002.0,4.829376,45.749483000000005
1557576,2018-02-07,98500.0,18.0,69002.0,4.825065,45.743833
1557579,2018-02-27,192770.0,32.0,69002.0,4.831576999999999,45.756507
1557582,2018-02-28,165000.0,49.0,69004.0,4.830794,45.776739
1557587,2018-03-01,234000.0,104.0,69009.0,4.792123999999999,45.765334
1557589,2018-03-02,180330.0,36.0,69005.0,4.828172,45.762962
1557596,2018-03-14,614000.0,133.0,69001.0,4.824039,45.77218
1557597,2018-03-08,142700.0,38.0,69009.0,4.802604,45.775383000000005
1557598,2018-02-28,226000.0,55.0,69001.0,4.827942,45.77115
1557604,2018-03-16,407000.0,82.0,69002.0,4.831827,45.752251
1557617,2018-03-16,131500.0,27.0,69001.0,4.83552,45.769141
1557622,2018-03-20,584300.0,107.0,69002.0,4.829418,45.750564000000004
1557627,2018-02-27,297200.0,77.0,69004.0,4.821419000000001,45.782081
1557628,2018-03-12,106380.0,25.0,69009.0,4.802388,45.775028999999996
1557629,2018-02-28,260000.0,60.0,69005.0,4.826755,45.759559
1557630,2018-02-28,165000.0,58.0,69009.0,4.808517,45.787805999999996
1557633,2018-03-02,582000.0,97.0,69004.0,,
1557639,2018-03-02,234500.0,77.0,69009.0,4.806267,45.777395
1557641,2018-03-05,350000.0,90.0,69001.0,4.833626000000001,45.768383
1557648,2018-03-08,170200.0,75.0,69005.0,4.8024309999999995,45.752041
1557651,2018-03-09,239400.0,52.0,69002.0,4.829251999999999,45.751819
1557652,2018-03-15,181693.0,79.0,69005.0,4.777141,45.752955
1557655,2018-03-01,346000.0,71.0,69002.0,4.818448,45.744913000000004
1557658,2018-03-09,258170.0,35.0,69002.0,4.8291379999999995,45.750182
1557667,2018-03-23,150680.0,69.0,69005.0,4.786061,45.757444
1557668,2018-03-07,115000.0,28.0,69005.0,4.827111,45.765093
1557669,2018-03-16,204000.0,40.0,69004.0,4.831306,45.778227
1557679,2018-03-16,341250.0,57.0,69001.0,4.825941,45.772214
1557680,2018-03-29,335500.0,94.0,69009.0,4.802065,45.773879
1557683,2018-03-29,211000.0,65.0,69009.0,4.800715,45.768181
1557695,2018-03-21,379000.0,68.0,69004.0,,
1557700,2018-03-19,467083.0,78.0,69004.0,4.833532,45.775771999999996
1557701,2018-03-19,467083.0,23.0,69004.0,4.833532,45.775771999999996
1557702,2018-03-27,127850.0,62.0,69009.0,4.8035190000000005,45.788472
1557703,2018-03-29,276650.0,60.0,69001.0,4.825481,45.769734
1557706,2018-04-11,62000.0,18.0,69009.0,4.804817,45.777988
1557708,2018-04-12,190000.0,89.0,69005.0,4.785747,45.74985
1557715,2018-04-26,275200.0,69.0,69005.0,4.792314,45.755252
1557718,2018-04-17,150000.0,65.0,69005.0,4.819448,45.761018
1557719,2018-04-27,200800.0,45.0,69001.0,4.830385,45.767345
1557722,2018-04-26,470000.0,35.0,69002.0,4.830868,45.756264
1557723,2018-04-26,470000.0,24.0,69002.0,4.830868,45.756264
1557724,2018-04-26,470000.0,76.0,69002.0,4.830868,45.756264
1557730,2018-04-03,374000.0,129.0,69004.0,4.814819,45.777088
1557732,2018-04-17,225000.0,50.0,69002.0,4.835237,45.765084
1557734,2018-04-23,155000.0,52.0,69005.0,4.811408999999999,45.75782
1557738,2018-04-13,255000.0,103.0,69005.0,4.803684,45.753161999999996
1557739,2018-04-09,438000.0,102.0,69002.0,4.837898,45.762353999999995
1557748,2018-04-13,230000.0,60.0,69004.0,4.821797,45.775682
1557749,2018-04-12,350000.0,70.0,69001.0,4.835168,45.770747
1557750,2018-04-27,83010.0,20.0,69004.0,4.8401510000000005,45.779882
1557758,2018-04-17,209900.0,86.0,69009.0,4.793864,45.787665999999994
1557761,2018-04-18,278100.0,84.0,69002.0,4.82396,45.747181
1557764,2018-04-23,218000.0,38.0,69002.0,4.8224029999999996,45.748635
1557765,2018-05-09,490000.0,148.0,69004.0,4.8230319999999995,45.777284
1557772,2018-04-30,233350.0,63.0,69009.0,4.805213,45.771314000000004
1557774,2018-05-16,247000.0,76.0,69004.0,4.835733,45.777840999999995
1557775,2018-05-03,120000.0,20.0,69001.0,4.828074,45.772059000000006
1557776,2018-05-03,120000.0,15.0,69001.0,4.828074,45.772059000000006
1557778,2018-04-27,700000.0,124.0,69004.0,4.831306,45.778227
1557779,2018-04-23,91500.0,22.0,69005.0,4.82712,45.762594
1557781,2018-05-23,149435.0,63.0,69009.0,4.806677,45.78671
1557783,2018-05-15,75000.0,20.0,69002.0,4.826023999999999,45.744206
1557784,2018-05-15,75000.0,20.0,69002.0,4.826023999999999,45.744206
1557785,2018-05-03,212000.0,58.0,69005.0,4.77508,45.751785
1557789,2018-05-18,153000.0,62.0,69004.0,4.814385,45.772240999999994
1557791,2018-04-27,427750.0,95.0,69001.0,4.835013,45.769936
1557797,2018-05-18,226000.0,49.0,69001.0,4.829549,45.77362
1557799,2018-05-18,148950.0,69.0,69005.0,4.78332,45.750748
1557803,2018-04-26,337000.0,93.0,69005.0,4.7969919999999995,45.756914
1557805,2018-05-17,165000.0,59.0,69009.0,4.810046,45.783014
1557812,2018-05-23,114000.0,56.0,69005.0,4.787471,45.747831
1557818,2018-05-14,150000.0,46.0,69005.0,4.795252,45.757567
1557820,2018-05-04,195000.0,30.0,69001.0,4.832231,45.765454
1557824,2018-05-22,242000.0,43.0,69001.0,4.833989,45.771288
1557826,2018-05-17,440000.0,115.0,69004.0,4.838248,45.774438
1557827,2018-05-17,335000.0,66.0,69001.0,4.822597,45.772526
1557829,2018-05-18,169000.0,78.0,69009.0,4.807531,45.762827
1557830,2018-05-22,244390.0,41.0,69001.0,4.83132,45.773029
1557837,2018-05-15,572500.0,106.0,69001.0,4.826372,45.768601000000004
1557840,2018-05-04,175000.0,56.0,69005.0,4.820805,45.76667
1557843,2018-05-17,118000.0,50.0,69001.0,4.829628,45.768915
1557849,2018-05-25,545000.0,120.0,69004.0,4.827547,45.776875
1557856,2018-05-09,309000.0,73.0,69004.0,4.81227,45.779515
1557881,2018-05-28,278680.0,78.0,69002.0,4.822118,45.747138
1557888,2018-05-31,209625.0,76.0,69005.0,4.79209,45.758592
1557946,2018-06-01,110670.0,65.0,69005.0,4.792314,45.755252
1557948,2018-05-31,115580.0,26.0,69001.0,4.828436,45.771328000000004
1557949,2018-05-29,147000.0,77.0,69005.0,4.781517,45.754104999999996
1557950,2018-05-25,375000.0,100.0,69005.0,4.826671,45.762132
1557951,2018-05-25,100000.0,25.0,69005.0,4.809414,45.758801
1557952,2018-06-06,278000.0,45.0,69001.0,4.836444999999999,45.769434000000004
1557953,2018-05-14,675000.0,167.0,69004.0,4.837984,45.778946999999995
1557956,2018-05-24,395100.0,87.0,69001.0,4.818114,45.771805
1557957,2018-06-07,262000.0,57.0,69004.0,4.837606,45.781351
1557959,2018-05-30,375000.0,68.0,69001.0,4.835253,45.766655
1557960,2018-05-25,344500.0,100.0,69004.0,4.838279,45.774107
1557961,2018-05-18,105000.0,34.0,69009.0,4.80295,45.773782000000004
1557963,2018-05-18,387000.0,89.0,69001.0,4.8335669999999995,45.771149
1557964,2018-06-01,230500.0,28.0,69002.0,4.826564,45.75376
1557965,2018-05-28,135000.0,43.0,69004.0,4.834944999999999,45.780368
1557966,2018-05-28,135000.0,45.0,69004.0,4.834944999999999,45.780368
1557967,2018-05-25,125000.0,35.0,69004.0,4.8336440000000005,45.777019
1557970,2018-06-08,270335.0,63.0,69009.0,4.801211,45.776387
1557982,2018-05-23,415000.0,68.0,69001.0,4.833811,45.772704
1557987,2018-05-25,125000.0,47.0,69005.0,4.7934,45.756997999999996
1557998,2018-06-08,223000.0,87.0,69005.0,4.802879,45.75295
1558001,2018-06-15,230000.0,69.0,69005.0,4.774088,45.750840999999994
1558004,2018-06-18,692800.0,128.0,69004.0,4.826731,45.780428
1558007,2018-06-05,136500.0,65.0,69005.0,4.786791,45.760831
1558010,2018-06-07,170000.0,83.0,69009.0,4.794352,45.77109
1558011,2018-06-18,100000.0,35.0,69005.0,4.828591,45.763899
1558012,2018-06-14,215000.0,36.0,69002.0,4.834318,45.761761
1558017,2018-06-15,322500.0,70.0,69005.0,4.77508,45.751785
1558026,2018-06-18,800000.0,198.0,69002.0,4.833287,45.753091999999995
1558030,2018-06-14,152000.0,48.0,69005.0,4.797912,45.750793
1558035,2018-07-06,152000.0,52.0,69009.0,4.80295,45.773782000000004
1558037,2018-07-13,138200.0,59.0,69009.0,4.804403,45.767799
1558039,2018-07-23,64000.0,18.0,69009.0,4.806464,45.76954
1558042,2018-06-27,237650.0,80.0,69009.0,4.806213,45.778096000000005
1558048,2018-07-26,1000000.0,196.0,69002.0,4.831479,45.754856
1558049,2018-07-26,1000000.0,25.0,69002.0,4.831479,45.754856
1558050,2018-07-25,156000.0,50.0,69009.0,4.810868,45.770379999999996
1558052,2018-07-26,818000.0,154.0,69002.0,4.83071,45.755066
1558053,2018-08-02,159900.0,45.0,69005.0,4.812092,45.757666
1558055,2018-07-13,309000.0,100.0,69009.0,4.79092,45.767773
1558056,2018-08-02,325000.0,75.0,69004.0,4.828822,45.779721
1558058,2018-07-30,135000.0,22.0,69004.0,4.825216,45.77647
1558060,2018-07-30,336650.0,73.0,69004.0,4.829148,45.777485999999996
1558062,2018-07-25,674530.0,113.0,69001.0,4.8306059999999995,45.766568
1558064,2018-07-12,461200.0,94.0,69004.0,4.821872,45.777057
1558071,2018-07-13,504400.0,110.0,69005.0,4.783358,45.752995
1558072,2018-07-12,345190.0,80.0,69004.0,4.831780999999999,45.779209
1558074,2018-07-13,445000.0,110.0,69005.0,4.795053,45.75502
1558081,2018-08-06,541270.0,114.0,69001.0,4.837011,45.769177
1558082,2018-07-23,150000.0,25.0,69002.0,4.832325,45.763998
